SQ_CANDIDATO,SG_UE,NR_PARTIDO,CD_OCUPACAO,IDADE_DATA_POSSE,CD_GENERO,CD_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,CD_NACIONALIDADE,SG_UF_NASCIMENTO,CD_MUNICIPIO_NASCIMENTO,TP_AGREMIACAO,COMP_COLIGACAO,QT_PART_COL,QT_BENS,VL_TOT_BENS,REC_PROP,REC_PF,REC_PJ,REC_PARTCAND,REC_OUTRAS,VR_DESPESA,VOTOS_PART_ELEC_ANT,QT_ELEITOS_ELEC_ANT,RESULTADO
250000080622,71072,19,169,55,2,6,3,1,35,71692,1,8,2,0,0.0,5000.0,0.0,0.0,1570.88,0.0,16020.880000000001,58279,0,0
250000080633,71072,19,235,35,2,6,1,1,35,71072,1,8,2,4,92750.0,0.0,0.0,0.0,1570.88,0.0,2991.42,58279,0,0
250000080717,71072,19,171,25,2,7,1,1,35,71072,1,8,2,1,28102.0,0.0,0.0,0.0,1525.38,0.0,1525.38,58279,0,0
250000100502,71072,19,491,25,4,6,1,1,35,62197,1,8,2,0,0.0,0.0,0.0,0.0,1525.38,0.0,1525.38,58279,0,0
250000080684,71072,19,131,46,2,8,3,1,35,71072,1,8,2,4,677000.0,1650.0,0.0,0.0,1570.88,0.0,3077.7799999999997,58279,0,0
250000100503,71072,19,713,34,2,6,1,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,1570.38,0.0,1570.38,58279,0,0
250000080696,71072,70,165,49,2,6,1,1,35,66192,1,8,2,0,0.0,0.0,0.0,0.0,3535.49,0.0,3535.49,19306,0,0
250000080706,71072,70,172,53,2,6,9,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,3082.3500000000004,0.0,3082.3500000000004,19306,0,0
250000080641,71072,70,395,27,2,8,3,1,35,71072,1,8,2,2,210000.0,0.0,0.0,0.0,2812.4,0.0,2812.4,19306,0,0
250000080642,71072,70,999,38,2,8,1,1,35,71072,1,8,2,0,0.0,0.0,0.0,1154.0,5584.650000000001,0.0,6738.65,19306,0,0
250000080643,71072,70,230,56,4,8,9,1,35,71072,1,8,2,1,600000.0,0.0,0.0,0.0,3246.0,0.0,3246.0,19306,0,0
250000080670,71072,70,124,57,2,7,3,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080644,71072,70,532,33,2,6,1,1,27,27871,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080703,71072,70,221,37,2,5,1,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080693,71072,70,401,29,4,5,1,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080664,71072,70,999,53,4,4,1,1,26,24490,1,8,2,0,0.0,0.0,0.0,0.0,3082.3500000000004,0.0,3082.3500000000004,19306,0,0
250000080707,71072,70,257,50,2,8,7,1,35,71072,1,8,2,1,30000.0,5000.0,0.0,0.0,4805.91,0.0,5533.21,19306,0,0
250000080720,71072,70,999,73,2,8,3,1,21,8613,1,8,2,1,750000.0,0.0,0.0,0.0,2330.95,0.0,2330.95,19306,0,0
250000080709,71072,70,233,42,2,8,3,1,35,71072,1,8,2,3,644000.0,0.0,0.0,0.0,9282.1,0.0,9282.1,19306,0,0
250000080631,71072,70,131,57,2,8,9,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080686,71072,70,402,68,4,6,5,1,22,11533,1,8,2,1,200000.0,0.0,0.0,0.0,2706.65,0.0,2706.65,19306,0,0
250000080647,71072,70,243,41,2,8,3,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,3833.75,0.0,3833.75,19306,0,0
250000080638,71072,70,999,51,4,6,9,1,35,68977,1,8,2,1,120000.0,0.0,0.0,0.0,3409.4900000000002,0.0,3409.4900000000002,19306,0,0
250000080623,71072,70,237,32,2,5,1,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080636,71072,70,999,61,2,3,3,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,2494.52,0.0,2521.02,19306,0,0
250000080630,71072,70,162,57,2,6,1,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,2330.95,0.0,2330.95,19306,0,0
250000080704,71072,70,158,35,2,8,1,1,35,71072,1,8,2,0,0.0,50.0,0.0,0.0,2330.95,0.0,2380.95,19306,0,0
250000080625,71072,70,702,45,2,6,1,1,22,11592,1,8,2,0,0.0,490.0,0.0,0.0,2330.95,0.0,2330.95,19306,0,0
250000080629,71072,70,999,36,2,3,3,1,25,22217,1,8,2,1,7000.0,500.0,0.0,0.0,2821.66,0.0,3321.66,19306,0,0
250000080640,71072,70,536,37,2,6,3,1,35,64777,1,8,2,1,38000.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080716,71072,70,163,22,4,4,1,1,35,64696,1,8,2,1,50000.0,0.0,0.0,0.0,5584.65,0.0,5584.65,19306,0,0
250000080648,71072,70,169,43,2,6,3,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,2494.52,0.0,2494.52,19306,0,0
250000080661,71072,70,999,51,2,8,9,1,35,67890,1,8,2,0,0.0,0.0,0.0,0.0,2494.52,0.0,2494.52,19306,0,0
250000080663,71072,70,169,52,2,5,3,1,35,67059,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,2954.11,19306,0,0
250000080701,71072,70,131,45,2,8,3,1,23,13897,1,8,2,1,230000.0,1150.0,0.0,0.0,3727.37,0.0,3727.37,19306,0,0
250000080708,71072,70,254,44,2,5,9,1,35,71072,1,8,2,0,0.0,0.0,0.0,2000.0,5307.47,0.0,5307.47,19306,0,0
250000080710,71072,70,999,49,4,6,3,1,31,53716,1,8,2,1,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080660,71072,70,292,44,2,8,3,1,29,35734,1,8,2,0,0.0,0.0,0.0,0.0,2330.95,0.0,2330.95,19306,0,0
250000080699,71072,70,394,35,4,4,1,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,2996.2200000000003,0.0,2996.2200000000003,19306,0,0
250000080676,71072,70,303,52,2,7,3,1,35,71072,1,8,2,1,116820.0,0.0,0.0,0.0,0.0,0.0,0.0,19306,0,0
250000080695,71072,70,390,51,4,6,9,1,35,71072,1,8,2,0,0.0,0.0,0.0,0.0,3937.7700000000004,0.0,3937.7700000000004,19306,0,0
250000080687,71072,70,923,62,4,8,9,1,31,47678,1,8,2,3,150000.0,200.0,0.0,0.0,3601.37,0.0,3801.37,19306,0,0
250000080690,71072,70,999,50,4,4,9,1,29,33995,1,8,2,0,0.0,100.0,0.0,0.0,3245.92,0.0,3245.92,19306,0,0
250000064107,71072,16,297,37,2,8,3,1,35,62774,0,0,1,2,126000.0,2025.0,0.0,0.0,21279.420000000002,0.0,23284.420000000002,4796,0,0
250000064103,71072,16,156,54,2,7,9,1,35,66818,0,0,1,2,264000.0,1034.0,0.0,0.0,345.14,0.0,1379.1399999999999,4796,0,0
250000064113,71072,16,395,50,2,8,7,1,50,90514,0,0,1,0,0.0,209.0,0.0,0.0,264.55,0.0,473.55,4796,0,0
250000064115,71072,16,298,36,2,8,3,1,41,78336,0,0,1,3,160935.26,0.0,0.0,0.0,453.38,0.0,453.38,4796,0,0
250000064106,71072,16,297,57,2,8,3,1,33,60011,0,0,1,2,280000.0,0.0,0.0,0.0,264.55,0.0,264.55,4796,0,0
250000064111,71072,16,297,29,2,8,1,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,264.55,0.0,264.55,4796,0,0
250000064109,71072,16,144,47,4,8,3,1,35,70750,0,0,1,1,228000.0,2025.0,0.0,0.0,10325.140000000001,0.0,12151.119999999999,4796,0,0
250000064112,71072,16,297,36,2,8,3,1,35,71072,0,0,1,1,20000.0,1650.0,0.0,0.0,3208.01,0.0,4858.01,4796,0,0
250000064104,71072,16,395,53,2,7,3,1,33,58653,0,0,1,1,53000.0,175.0,0.0,0.0,156.25,0.0,331.25,4796,0,0
250000064110,71072,16,999,50,4,6,1,1,35,71072,0,0,1,0,0.0,300.0,0.0,0.0,13394.660000000002,0.0,13694.66,4796,0,0
250000049334,71072,45,278,53,2,8,3,1,35,71072,1,6,4,14,943660.09,4306.05,0.0,131500.0,78611.08,0.0,93900.11000000002,859291,13,0
250000049360,71072,45,131,37,2,8,3,1,35,71072,1,6,4,7,777889.5000000001,3304.38,0.0,75660.08,120000.0,0.0,158153.55,859291,13,0
250000049395,71072,45,931,47,4,6,9,1,26,23817,1,6,4,0,0.0,176.0,0.0,0.0,3847.7799999999997,0.0,4122.78,859291,13,0
250000049428,71072,45,171,58,2,4,3,1,26,24899,1,6,4,10,5861272.0,6500.0,0.0,14000.0,4798.68,0.0,23771.879999999997,859291,13,0
250000049404,71072,45,923,65,4,8,1,1,35,71072,1,6,4,6,457827.19,6000.0,0.0,2000.0,32033.08,0.0,31725.980000000003,859291,13,0
250000049399,71072,45,492,32,2,6,3,1,35,71838,1,6,4,0,0.0,0.0,0.0,0.0,7795.78,0.0,7995.759999999999,859291,13,0
250000049384,71072,45,257,61,2,8,3,1,22,11533,1,6,4,8,1650000.0,0.0,0.0,0.0,4663.08,0.0,4663.08,859291,13,0
250000049375,71072,45,169,50,2,8,3,1,35,71072,1,6,4,19,588177.0,2300.0,0.0,0.0,14793.48,0.0,9578.88,859291,13,0
250000049342,71072,45,169,49,2,6,3,1,35,71072,1,6,4,6,469260.36,25035.96,0.0,300.0,6677.88,0.0,19092.559999999998,859291,13,0
250000049361,71072,45,131,33,2,8,3,1,35,71072,1,6,4,8,1678167.12,21003.91,0.0,200000.0,38163.08,0.0,251730.13999999996,859291,13,0
250000049427,71072,45,999,53,2,7,3,1,35,66850,1,6,4,5,16622000.0,3256.45,0.0,4897.5,121212.95999999999,0.0,71480.51000000001,859291,13,0
250000049398,71072,45,297,41,2,8,1,1,35,71072,1,6,4,2,228000.0,24071.0,0.0,20827.0,39863.08,0.0,47080.82,859291,13,0
250000049354,71072,45,257,31,4,7,3,1,35,63614,1,6,4,6,1266000.0,100.0,0.0,0.0,159283.08,0.0,40796.33,859291,13,0
250000049376,71072,45,169,40,2,6,3,1,31,51616,1,6,4,8,820697.0,0.0,0.0,5000.0,145383.08,0.0,51576.170000000006,859291,13,0
250000049387,71072,45,278,46,2,2,3,1,35,71072,1,6,4,5,319145.15,47200.0,0.0,157395.63,54363.08,0.0,126918.88,859291,13,0
250000049328,71072,45,278,55,2,6,3,1,35,71072,1,6,4,10,474710.4,45913.22,0.0,228423.08000000002,50000.0,0.0,244408.08,859291,13,0
250000049401,71072,45,232,40,4,8,7,1,35,71072,1,6,4,1,27000.0,3754.58,0.0,22422.0,0.0,0.0,28956.58,859291,13,0
250000049424,71072,45,233,43,2,8,1,1,35,71072,1,6,4,0,0.0,0.0,0.0,125.0,4704.68,0.0,4829.68,859291,13,0
250000049380,71072,45,125,45,2,8,3,1,43,84921,1,6,4,8,685000.0,11739.279999999999,0.0,270000.0,8283.08,0.0,260022.36000000002,859291,13,0
250000049393,71072,45,121,36,2,8,3,1,29,38490,1,6,4,10,475100.0,0.0,0.0,117600.0,98568.08,0.0,178103.41,859291,13,0
250000049391,71072,45,125,49,2,8,3,1,35,65854,1,6,4,5,624000.0,87289.47,0.0,118530.0,155209.08000000002,0.0,166623.55,859291,13,0
250000049348,71072,45,257,27,4,8,1,1,35,71072,1,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,859291,13,0
250000049371,71072,45,910,48,2,8,3,1,35,70777,1,6,4,9,197333.0,1050.0,0.0,0.0,5115.88,0.0,18301.83,859291,13,0
250000049414,71072,45,999,49,4,5,9,1,35,71072,1,6,4,4,399000.0,0.0,0.0,0.0,3003.7799999999997,0.0,17073.28,859291,13,0
250000049378,71072,45,910,45,2,8,3,1,35,68756,1,6,4,3,485000.0,12120.0,0.0,0.0,20083.08,0.0,32062.47,859291,13,0
250000049358,71072,45,910,41,2,6,3,1,35,65471,1,6,4,2,67000.0,8045.0,0.0,950.0,80937.08,0.0,95001.76000000001,859291,13,0
250000049356,71072,45,131,27,2,8,1,1,35,71072,1,6,4,1,89840.0,60900.0,0.0,178604.0,20821.08,0.0,260201.22,859291,13,1
250000049368,71072,45,278,64,2,8,3,1,29,38873,1,6,4,21,2841776.420000001,59786.880000000005,0.0,178275.0,176289.0,0.0,332077.28,859291,13,1
250000049340,71072,45,278,40,2,8,3,1,35,71072,1,6,4,8,454408.15,10000.0,0.0,333613.1,852001.08,0.0,993559.2999999999,859291,13,1
250000049333,71072,45,125,52,2,8,3,1,35,71072,1,6,4,6,1513174.07,0.0,0.0,891984.47,1574800.0,0.0,2035666.0899999999,859291,13,1
250000049344,71072,45,278,53,2,8,7,1,35,66818,1,6,4,11,548881.45,54700.0,0.0,180500.0,227816.08000000002,0.0,433284.01,859291,13,1
250000049345,71072,45,278,59,2,6,9,1,35,71072,1,6,4,10,850275.97,268600.0,0.0,7000.0,45920.08,0.0,239123.69999999998,859291,13,1
250000049420,71072,45,233,47,2,8,3,1,35,71072,1,6,4,6,1794750.0,25000.0,0.0,102800.0,61493.08,0.0,130013.10999999991,859291,13,1
250000049418,71072,45,132,37,4,8,3,1,41,76775,1,6,4,4,224351.86000000002,0.0,0.0,105370.79999999999,303351.08,0.0,334896.8900000001,859291,13,1
250000049405,71072,45,131,49,2,8,9,1,35,70718,1,6,4,7,303971.98,0.0,0.0,436886.99,261843.08,0.0,625040.8300000001,859291,13,1
250000049339,71072,25,169,43,2,4,3,1,41,79057,1,6,4,4,69500.0,5500.0,0.0,0.0,23928.13,0.0,28728.13,456646,7,0
250000049423,71072,25,999,28,2,6,1,1,35,71072,1,6,4,1,36500.0,0.0,0.0,0.0,1235.5,0.0,2785.5,456646,7,0
250000049332,71072,25,257,32,2,6,3,1,35,71072,1,6,4,1,300000.0,200.0,0.0,0.0,12680.029999999999,0.0,3696.17,456646,7,0
250000049386,71072,25,169,54,2,6,3,1,35,71072,1,6,4,8,957321.12,6300.0,0.0,0.0,283917.13,0.0,13917.130000000001,456646,7,0
250000049410,71072,25,131,50,4,8,9,1,35,71072,1,6,4,16,484444.22000000003,0.0,0.0,0.0,87748.12,0.0,61342.69,456646,7,0
250000049412,71072,25,257,50,4,6,3,1,29,36978,1,6,4,6,4306000.0,1165.5,0.0,0.0,32252.43,0.0,8042.43,456646,7,0
250000049415,71072,25,206,46,2,7,3,1,35,71072,1,6,4,30,1694100.3099999998,69540.0,0.0,198.0,880978.13,0.0,200656.97,456646,7,0
250000049389,71072,25,257,46,2,8,3,1,35,71072,1,6,4,19,182956.43999999997,3300.0,0.0,21425.0,909151.13,0.0,207947.54,456646,7,0
250000049335,71072,25,111,52,2,8,9,1,35,71072,1,6,4,9,631871.59,9700.0,0.0,0.0,73928.13,0.0,24297.440000000002,456646,7,0
250000049350,71072,25,169,44,2,6,7,1,35,71072,1,6,4,3,625877.9299999999,553.21,0.0,53497.0,304348.13,0.0,140527.09000000003,456646,7,0
250000049409,71072,25,278,52,2,8,3,1,35,71072,1,6,4,33,2663493.37,133419.63,0.0,66000.0,3131000.0,0.0,671354.78,456646,7,1
250000049429,71072,25,278,52,4,8,3,1,35,64777,1,6,4,12,2566117.32,0.0,0.0,0.0,1970744.71,0.0,1987714.2000000002,456646,7,1
250000049366,71072,22,131,38,4,8,1,1,31,46876,1,6,4,1,558.44,6010.0,0.0,0.0,3450.5299999999997,0.0,10986.1,262220,5,0
250000049327,71072,22,923,66,2,3,3,1,33,60011,1,6,4,3,525426.13,36.93,0.0,10000.0,137270.0,0.0,73064.72,262220,5,0
250000049351,71072,22,176,31,4,4,3,1,35,67890,1,6,4,0,0.0,0.0,0.0,0.0,1977.23,0.0,1977.23,262220,5,0
250000049411,71072,22,257,60,4,8,3,1,35,62499,1,6,4,6,157626.78,34750.0,0.0,0.0,4705.2,0.0,35120.17999999999,262220,5,0
250000049362,71072,22,111,51,2,8,9,1,31,50350,1,6,4,3,128000.0,62380.0,0.0,0.0,5417.2,0.0,53144.31999999999,262220,5,0
250000049394,71072,22,125,29,2,8,3,1,35,71072,1,6,4,5,83364.02,2830.0,0.0,78500.0,9890.0,0.0,97445.45,262220,5,0
250000049364,71072,22,131,32,2,8,3,1,35,71072,1,6,4,5,453306.15,2680.0,0.0,0.0,4600.0,0.0,6275.0,262220,5,0
250000049406,71072,22,172,52,4,8,3,1,35,71072,1,6,4,10,190118.74,930.0,0.0,500.0,3678.93,0.0,8249.89,262220,5,0
250000049379,71072,22,257,68,2,8,3,1,35,71072,1,6,4,15,8881562.16,0.0,0.0,0.0,0.0,0.0,0.0,262220,5,0
250000049357,71072,22,598,54,4,3,1,1,29,38490,1,6,4,0,0.0,120.0,0.0,0.0,1974.43,0.0,2234.4300000000003,262220,5,0
250000049400,71072,22,278,46,2,8,5,1,35,71072,1,6,4,6,622463.7,3000.0,0.0,0.0,295434.0,0.0,254280.45,262220,5,0
250000049329,71072,22,278,72,2,3,1,1,31,42676,1,6,4,8,609428.2,27196.39,0.0,27500.0,308733.2,0.0,165742.73,262220,5,0
250000049396,71072,22,232,46,2,8,3,1,35,68110,1,6,4,10,311256.38999999996,9055.0,0.0,25352.11,4600.0,0.0,43034.5,262220,5,0
250000099108,71072,22,257,30,2,8,1,1,35,71072,1,6,4,15,951360.99,10140.0,0.0,30700.0,3660.57,0.0,42868.689999999995,262220,5,0
250000049346,71072,22,171,49,4,8,3,1,23,13471,1,6,4,1,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,262220,5,0
250000049382,71072,22,131,63,2,8,3,1,35,71072,1,6,4,11,555824.6599999999,75051.0,0.0,0.0,132802.0,0.0,134248.28000000003,262220,5,0
250000049403,71072,22,403,46,4,6,1,1,25,19879,1,6,4,7,67959.38,921.5,0.0,0.0,3660.5299999999997,0.0,4640.53,262220,5,0
250000049343,71072,22,278,44,2,8,3,1,35,71072,1,6,4,14,2888120.0999999996,9950.0,0.0,10800.0,529720.0,0.0,404271.04000000004,262220,5,1
250000049338,71072,22,278,66,2,8,3,1,35,71072,1,6,4,23,1421308.8,59730.0,0.0,75985.0,259483.0,0.0,324649.5,262220,5,1
250000049337,71072,22,278,58,2,8,3,1,35,71072,1,6,4,12,974251.0999999999,60894.0,0.0,505000.0,888847.0,0.0,631628.3099999999,262220,5,1
250000049408,71072,55,278,52,2,8,1,1,50,91650,1,6,4,15,1349552.38,50500.0,0.0,100000.0,114390.68,0.0,199515.02000000002,0,0,0
250000049413,71072,55,232,43,4,8,1,1,35,71072,1,6,4,0,0.0,1035.5,0.0,200.0,2903.78,0.0,4763.78,0,0,0
250000049402,71072,55,298,51,4,8,3,1,35,71072,1,6,4,4,543700.0,22000.0,0.0,11034.5,39315.68,0.0,72350.18,0,0,0
250000049433,71072,55,923,68,4,6,5,1,35,71072,1,6,4,1,375000.0,0.0,0.0,0.0,9148.08,0.0,9148.08,0,0,0
250000049352,71072,55,999,54,2,6,3,1,35,66710,1,6,4,0,0.0,19250.0,0.0,0.0,15041.48,0.0,27651.48,0,0,0
250000049330,71072,55,999,47,2,8,3,1,35,64157,1,6,4,4,709030.0,2000.0,0.0,245420.0,336990.68,0.0,269352.94,0,0,0
250000049434,71072,55,278,62,2,8,3,1,35,71072,1,6,4,7,407000.0,3000.0,0.0,460697.5,218276.68,0.0,512274.23999999993,0,0,0
250000100205,71072,55,401,41,2,8,3,1,43,87734,1,6,4,1,320000.0,0.0,0.0,15000.0,4593.18,0.0,9664.18,0,0,0
250000049421,71072,55,257,51,2,8,7,1,41,77216,1,6,4,61,6013372.470000001,1007533.6,0.0,112500.0,100000.0,0.0,428550.0899999999,0,0,0
250000049426,71072,55,230,44,4,8,3,1,35,70793,1,6,4,2,26404.83,1000.0,0.0,255867.0,20075.68,0.0,67287.34,0,0,0
250000049431,71072,55,111,46,2,8,3,2,ZZ,-5,1,6,4,6,933000.0,200.0,0.0,11100.0,18450.68,0.0,36215.68,0,0,0
250000049435,71072,55,125,34,2,8,3,1,35,71072,1,6,4,4,354500.0,29705.89,0.0,254930.6,19212.68,0.0,279223.06999999995,0,0,0
250000049432,71072,55,999,23,2,6,1,1,35,71072,1,6,4,0,0.0,0.0,0.0,0.0,7232.68,0.0,7232.68,0,0,0
250000049436,71072,55,999,24,4,7,1,1,35,71072,1,6,4,0,0.0,0.0,0.0,0.0,2904.58,0.0,2904.58,0,0,0
250000049416,71072,55,999,26,4,8,1,1,35,71072,1,6,4,0,0.0,0.0,0.0,0.0,2876.1800000000003,0.0,2876.1800000000003,0,0,0
250000049331,71072,55,171,27,4,7,1,1,35,71072,1,6,4,0,0.0,0.0,0.0,0.0,2876.1800000000003,0.0,2876.1800000000003,0,0,0
250000101403,71072,55,131,83,2,8,9,1,35,71072,1,6,4,18,2749882.71,4200.0,0.0,0.0,0.0,0.0,1700.0,0,0,0
250000049369,71072,55,303,52,2,6,9,1,35,71072,1,6,4,12,774500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
250000049370,71072,55,111,55,4,8,9,1,28,31577,1,6,4,7,1502880.81,400.0,0.0,0.0,4570.68,0.0,4970.68,0,0,0
250000049373,71072,55,131,30,2,8,1,1,35,71072,1,6,4,13,1761485.35,0.0,0.0,397564.13,16220.68,0.0,309269.14999999997,0,0,0
250000049383,71072,55,999,43,2,8,3,1,28,31739,1,6,4,4,386449.11,140.0,0.0,109729.5,15990.68,0.0,199778.54999999996,0,0,0
250000049377,71072,55,131,57,2,8,1,1,35,71072,1,6,4,10,673960.5,3291.67,0.0,75000.0,323531.88,0.0,208562.55000000002,0,0,0
250000049359,71072,55,125,33,2,7,1,1,35,71072,1,6,4,0,0.0,3907.5,0.0,0.0,4584.68,0.0,9240.68,0,0,0
250000049336,71072,55,257,55,2,6,3,1,35,71072,1,6,4,0,0.0,0.0,0.0,23180.0,4160.68,0.0,27160.68,0,0,0
250000049347,71072,55,999,31,4,8,1,1,35,71072,1,6,4,0,0.0,0.0,0.0,0.0,2882.58,0.0,2882.58,0,0,0
250000049353,71072,55,125,53,4,8,3,1,50,90891,1,6,4,1,15000.0,176.2,0.0,900.0,4589.88,0.0,5636.88,0,0,0
250000102038,71072,55,131,55,2,8,3,1,35,69795,1,6,4,10,597000.0,16000.01,0.0,20000.0,2158.1800000000003,0.0,38111.43,0,0,0
250000049381,71072,55,278,36,2,6,3,1,35,71072,1,6,4,6,420000.0,85469.0,0.0,833210.0,1529210.68,0.0,1551981.68,0,0,1
250000049349,71072,55,278,35,2,8,1,1,33,60011,1,6,4,10,222650.19,31787.15,0.0,188956.0,216210.68,0.0,530147.3,0,0,1
250000049397,71072,55,111,54,2,8,9,1,35,71072,1,6,4,18,2481647.2099999995,3547.89,0.0,587000.0,13210.68,0.0,281819.43999999994,0,0,1
250000049407,71072,55,278,52,4,6,3,1,35,71072,1,6,4,5,155653.62,45125.5,0.0,382400.0,71006.68,0.0,495336.9,0,0,1
250000049388,71072,55,278,44,2,7,3,1,41,77259,1,6,4,5,156295.0,16750.0,0.0,300000.0,113620.0,0.0,307221.48,0,0,1
250000049341,71072,55,278,55,2,4,3,1,31,54119,1,6,4,15,589227.66,8010.0,0.0,301436.01,407396.68,0.0,410623.29000000004,0,0,1
250000049355,71072,55,278,57,4,6,3,1,31,40690,1,6,4,4,482840.73,11000.0,0.0,916050.0,322842.68,0.0,1385848.44,0,0,1
250000051505,71072,54,233,45,2,8,3,1,35,64351,0,0,1,0,0.0,550.0,0.0,1802.0,0.0,0.0,2352.0,0,0,0
250000051507,71072,54,263,27,4,8,1,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
250000051518,71072,54,999,36,2,6,1,1,35,71072,0,0,1,1,3000.0,250.0,0.0,0.0,1904.38,0.0,2144.38,0,0,0
250000051503,71072,54,126,39,4,7,3,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
250000051513,71072,54,999,50,4,8,9,1,35,71072,0,0,1,0,0.0,50.0,0.0,0.0,2005.38,0.0,2515.38,0,0,0
250000051515,71072,54,257,53,2,8,9,1,35,71072,0,0,1,4,148450.56,2050.0,0.0,0.0,238.0,0.0,2508.13,0,0,0
250000051520,71072,54,931,31,2,7,3,1,35,71072,0,0,1,2,8084.0,10.0,0.0,0.0,1907.38,0.0,3160.35,0,0,0
250000051506,71072,54,102,43,2,8,9,1,35,71072,0,0,1,8,370411.01,150.0,0.0,0.0,1770.38,0.0,1917.68,0,0,0
250000051521,71072,54,158,49,2,6,3,1,35,71072,0,0,1,1,47000.0,8120.0,0.0,40000.0,1874.38,0.0,18855.38,0,0,0
250000051509,71072,54,196,53,2,4,1,1,43,-1,0,0,1,0,0.0,0.0,0.0,0.0,1694.38,0.0,1694.38,0,0,0
250000051502,71072,54,171,52,2,7,3,1,29,33391,0,0,1,2,146500.0,4255.0,0.0,5000.0,1816.38,0.0,7757.49,0,0,0
250000051504,71072,54,999,24,2,7,1,1,23,14710,0,0,1,0,0.0,0.0,0.0,5000.0,1954.38,0.0,4664.9400000000005,0,0,0
250000051510,71072,54,999,24,2,7,3,1,35,71072,0,0,1,4,128820.45999999999,3600.0,0.0,10000.0,156144.38,0.0,62962.649999999994,0,0,0
250000051527,71072,54,298,53,4,8,3,1,31,43133,0,0,1,8,265191.73,1700.0,0.0,0.0,1846.38,0.0,2746.38,0,0,0
250000051516,71072,54,999,28,2,7,3,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
250000051517,71072,54,999,53,4,7,1,1,35,71072,0,0,1,2,155000.0,1000.0,0.0,0.0,17006.38,0.0,10550.48,0,0,0
250000051525,71072,54,923,44,2,6,9,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,1748.38,0.0,1748.38,0,0,0
250000051511,71072,54,215,41,2,7,1,1,21,9210,0,0,1,1,10000.0,528.0,0.0,0.0,1744.38,0.0,2651.4300000000003,0,0,0
250000051514,71072,54,124,61,2,8,3,1,23,15431,0,0,1,10,184566.12,450.0,0.0,0.0,1844.38,0.0,2809.38,0,0,0
250000051526,71072,54,999,27,4,7,3,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,1940.38,0.0,1940.38,0,0,0
250000051522,71072,54,999,53,4,8,9,1,33,60011,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
250000051519,71072,54,999,47,4,6,1,1,35,71072,0,0,1,0,0.0,300.0,0.0,0.0,1836.38,0.0,2136.38,0,0,0
250000051524,71072,54,111,53,2,8,9,1,31,47554,0,0,1,0,0.0,4190.0,0.0,400.0,1839.38,0.0,8796.580000000002,0,0,0
250000051501,71072,54,171,47,2,6,3,1,26,23817,0,0,1,0,0.0,1008.0,0.0,0.0,1644.38,0.0,2642.38,0,0,0
250000051523,71072,54,265,31,4,7,3,1,35,61816,0,0,1,0,0.0,200.0,0.0,0.0,1834.38,0.0,2034.38,0,0,0
250000051512,71072,54,169,70,2,6,3,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,1746.38,0.0,1746.38,0,0,0
250000051500,71072,54,169,52,2,3,3,1,29,36951,0,0,1,0,0.0,0.0,0.0,0.0,1734.38,0.0,1734.38,0,0,0
250000044236,71072,29,923,61,2,5,1,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,2300.0,0.0,2300.0,296,0,0
250000044235,71072,29,931,23,4,5,1,1,35,71072,0,0,1,0,0.0,0.0,0.0,0.0,2300.0,0.0,2300.0,296,0,0
